source_id	locator	title	author	k_route	availability	evidence_path	duplicate_group
wechat-14d3dd9bc5e0	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-02-17 Python数据分析与应用指南手册.md	Python数据分析与应用指南手册		K4+K5+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-14d5c4eedf67	vault:processed/微信知识库/数据熊/04_经营分析/2025-06-10 财务为企业创造价值的五种方式.md	财务为企业创造价值的五种方式		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-154783c89da4	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-02-28 收藏！「企业指标体系管理指南」：一体化指标体系框架、经营管理指标库、企业指标体系搭建及管理···.md	收藏！「企业指标体系管理指南」：一体化指标体系框架、经营管理指标库、企业指标体系搭建及管理···		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1573bbffa607	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-10-31 数据资产盘点及治理路径与方法（附相关资料下载）.md	数据资产盘点及治理路径与方法（附相关资料下载）		K4+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-15942f63120d	vault:processed/微信知识库/奔向自由的果/01_报表模板与看板/2026-05-22 经营分析：ROE 杜邦拆解分析报表.md	经营分析：ROE 杜邦拆解分析报表		K2+K3+K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-15a0d533b03c	vault:processed/微信知识库/数据熊/04_经营分析/2026-06-10 2026年5月经营分析报告.pptx.md	2026年5月经营分析报告.pptx		K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-15b4986cf909	vault:processed/微信知识库/数据熊/02_财务管理/2025-01-14 财务分析报告，如何做到信雅达？.md	财务分析报告，如何做到信雅达？		K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-15b930a26eb7	vault:processed/微信知识库/木木自由/02_数据说/2021-11-14 【原创】生命周期分析思维的一些基本思考与见解.md	【原创】生命周期分析思维的一些基本思考与见解		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-15c89a0e5479	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-01-22 数据治理与数据指标库规划指南：数据指标体系、数据治理路线、标准、方法论和案例····.md	数据治理与数据指标库规划指南：数据指标体系、数据治理路线、标准、方法论和案例····		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-15e92ec3434f	vault:processed/微信知识库/木木自由/01_数据分析必备/2020-12-04 数据分析之道：抽丝剥茧，存乎一心.md	数据分析之道：抽丝剥茧，存乎一心		K4+K5+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-15f82b6c53fa	vault:processed/微信知识库/奔向自由的果/02_图解经营分析/【经营分析干货图解】五力模型怎么用？手把手教你做行业分析.md	【经营分析干货图解】五力模型怎么用？手把手教你做行业分析		K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1607e2596435	vault:processed/微信知识库/宸帆海财会咨询服务/10_财务/2025-12-18 公转私的9种合法行为.md	公转私的9种合法行为		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-166cc05a6ea1	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2024-01-16 五千字详解以双十一大促为例的电商活动分析.md	五千字详解以双十一大促为例的电商活动分析		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-168bd3769675	vault:processed/微信知识库/木木自由/01_数据分析必备/2023-08-20 数字化转型时代—人人必学的7项商业分析思维.md	数字化转型时代—人人必学的7项商业分析思维		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-169cbe25dce6	vault:processed/微信知识库/宸帆海财会咨询服务/09_税务/2025-06-29 税务局发布！企业的16个税务风险点.md	税务局发布！企业的16个税务风险点		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-16ca37934447	vault:processed/微信知识库/木木自由/01_数据分析必备/2023-03-31 5WHY分析法、用户画像解析、企业多用户商城（B2B2C）平台建设与运营解决方案、180页企业大数据治理技术方案… 本周精华.md	5WHY分析法、用户画像解析、企业多用户商城（B2B2C）平台建设与运营解决方案、180页企业大数据治理技术方案…| 本周精华		K4+K5+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-16e300952be8	vault:processed/微信知识库/宸帆海财会咨询服务/09_税务/2025-08-26 增值税留抵退税新政6大变化.md	增值税留抵退税新政6大变化		K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-16fa6f171c5b	vault:processed/微信知识库/宸帆海财会咨询服务/10_财务/2025-04-26 CFO力荐！30个财务核心指标与公式.md	CFO力荐！30个财务核心指标与公式		K2+K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1795fb508f20	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2025-12-04 数据分析师必备的36个核心模型与方法，从战略到运营一网打尽！.md	数据分析师必备的36个核心模型与方法，从战略到运营一网打尽！		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-17c95f98a17a	vault:processed/微信知识库/奔向自由的果/03_财务职场进阶/2025-12-02 如何从“执行会计”到“战略财务”：如何向上破圈.md	如何从“执行会计”到“战略财务”：如何向上破圈		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-183db2e9c258	vault:processed/微信知识库/数据熊/04_经营分析/2026-08-23 2026年8月经营分析报告.pptx.md	2026年8月经营分析报告.pptx		K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-18630c8392a0	vault:processed/微信知识库/宸帆海财会咨询服务/01_会计/2024-09-03 庞氏骗局的常见手段有哪些？.md	庞氏骗局的常见手段有哪些？		K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-18c1fc60af80	vault:processed/微信知识库/数据熊/04_经营分析/2025-11-11 2025年总经理工作总结（可下载PPT）.md	2025年总经理工作总结（可下载PPT）		K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-18d07157dc01	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-02-24 「消费者行为分析指南」：解读消费者行为背后的深层动机、消费者洞察、用户行为数据分析知识体系、数据标签体系···.md	「消费者行为分析指南」：解读消费者行为背后的深层动机、消费者洞察、用户行为数据分析知识体系、数据标签体系···		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-190337612167	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-03-18 《最全面的财务分析框架-哈佛分析框架指南》：战略分析、会计分析、财务分析和前景分析···.md	《最全面的财务分析框架-哈佛分析框架指南》：战略分析、会计分析、财务分析和前景分析···		K2+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-191da03cc72c	vault:processed/微信知识库/数据熊/01_财务分析/2026-02-22 2025年财务分析报告.md	2025年财务分析报告		K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-193d1c1ded9e	vault:processed/微信知识库/数据熊/04_经营分析/2024-12-15 突破部门壁垒：用数据讲好财务与业务的故事（案例与方法）.md	突破部门壁垒：用数据讲好财务与业务的故事（案例与方法）		K2+K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-194513203980	vault:processed/微信知识库/木木自由/01_数据分析必备/2023-08-13 拨云见日：企业数字化转型实践与探索.md	拨云见日：企业数字化转型实践与探索		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1965765f7341	vault:processed/微信知识库/奔向自由的果/03_财务职场进阶/2026-04-05 财务汇报老板总听不懂？一定要：结论先行、业务拆解、给出方案.md	财务汇报老板总听不懂？一定要：结论先行、业务拆解、给出方案		K2+K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-19d0609fc8f6	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-08-19 数据资产三次入表，全流程实施指南（附相关材料下载）.md	数据资产三次入表，全流程实施指南（附相关材料下载）		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-19f9c08c4848	vault:processed/微信知识库/奔向自由的果/02_图解经营分析/【财务风险管控干货图解】从“未知”到“可控”：企业经营风险的底层逻辑与解决方案.md	【财务风险管控干货图解】从“未知”到“可控”：企业经营风险的底层逻辑与解决方案		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1a248643a79b	vault:processed/微信知识库/数据熊/02_财务管理/2025-01-18 为什么优秀的财务总监一定是精通业务的？.md	为什么优秀的财务总监一定是精通业务的？		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1a526d4cd9c5	vault:processed/微信知识库/木木自由/02_数据说/2023-09-27 收藏 如何形成数据分析思路？（附资料下载）.md	收藏 | 如何形成数据分析思路？（附资料下载）		K2+K4+K5+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1a7d59bd3f3b	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-03-12 《市场营销分析模型指南》：市场营销和品牌创意全链路工作流梳理····.md	《市场营销分析模型指南》：市场营销和品牌创意全链路工作流梳理····		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1a8d6234fa0a	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-02-24 《数据标签体系构建指南》：企业数据指标与标签体系应用架构设计方案（33页PPT）.md	《数据标签体系构建指南》：企业数据指标与标签体系应用架构设计方案（33页PPT）		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1aab3bec9463	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-12-23 「经营分析之年度经营计划方案」，建议收藏！方法论、实施手册、常见工具的详细拆解···.md	「经营分析之年度经营计划方案」，建议收藏！方法论、实施手册、常见工具的详细拆解···		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1ac0ddfe532d	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2024-09-24 一文讲清：零售行业典型场景分析怎么做？附全套模板下载！.md	一文讲清：零售行业典型场景分析怎么做？附全套模板下载！		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1b10ac2f5854	vault:processed/微信知识库/宸帆海财会咨询服务/04_汇算清缴/2025-03-13 退税了！2024年度个税汇算，年终奖计税选对多拿几千块.md	退税了！2024年度个税汇算，年终奖计税选对多拿几千块		K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1b4ea2b0c07b	vault:processed/微信知识库/数据熊/03_财务报表/2024-11-19 一文讲清净利润和现金流的逻辑关系.md	一文讲清净利润和现金流的逻辑关系		K1+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1b756f5b913c	vault:processed/微信知识库/奔向自由的果/01_报表模板与看板/2026-05-15 季度经营报表：经营指标同比环比分析报表（PPT+EXCEL）.md	季度经营报表：经营指标同比环比分析报表（PPT+EXCEL）		K3+K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1ba0d31ca30b	vault:processed/微信知识库/数据熊/04_经营分析/2025-11-30 2025年11月经营分析PPT框架（附PPT模板）.md	2025年11月经营分析PPT框架（附PPT模板）		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1ba3b6f838f4	vault:processed/微信知识库/木木自由/02_数据说/2020-04-18 【数据说第四期】数据监控体系重要性以及怎么搭建？.md	【数据说第四期】数据监控体系重要性以及怎么搭建？		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1bb07c7ecf07	vault:processed/微信知识库/宸帆海财会咨询服务/10_财务/2025-09-30 25个财务分析常用指标（二）.md	25个财务分析常用指标（二）		K2+K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1bb393f3636a	vault:processed/微信知识库/数据熊/04_经营分析/2025-02-20 DeepSeek经营分析实战案例（三大模型分析能力对比）.md	DeepSeek经营分析实战案例（三大模型分析能力对比）		K2+K4+K5+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1bc141f406aa	vault:processed/微信知识库/数据熊/04_经营分析/2026-01-21 详解美的集团经营分析体系.md	详解美的集团经营分析体系		K2+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1bc1f27f5e5a	vault:processed/微信知识库/奔向自由的果/02_图解经营分析/【财务资金管理干货图解】集团资金预测模型：从合并抵消到内部调拨.md	【财务资金管理干货图解】集团资金预测模型：从合并抵消到内部调拨		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1bca8049829e	vault:processed/微信知识库/数据分析不是个事儿/05_入门精选/2021-01-05 我的数据分析转行之路.md	我的数据分析转行之路			locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1c00dd334cc3	vault:processed/微信知识库/宸帆海财会咨询服务/02_企业所得税/2024-11-13 公司注销在即，账面有800万遗留存货（实则无货），如何省税处理？.md	公司注销在即，账面有800万遗留存货（实则无货），如何省税处理？		K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1c097bae1019	vault:processed/微信知识库/木木自由/01_数据分析必备/2020-12-31 从0-1构建用户画像数据分析流程 (2).md	从0-1构建用户画像数据分析流程		K4+K5+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1c1da4a0c33d	vault:processed/微信知识库/数据熊/02_财务管理/2025-06-29 新会计法下，财务人员一定要坚守底线.md	新会计法下，财务人员一定要坚守底线		K3+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1c35bdef54ac	vault:processed/微信知识库/木木自由/01_数据分析必备/2021-08-15 【原创】浅谈在探索数分之路上“数据思维”培养.md	【原创】浅谈在探索数分之路上“数据思维”培养		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1c770f4fcf6b	vault:processed/微信知识库/奔向自由的果/01_报表模板与看板/2026-04-30 财务经理 2026 年 4 月月度汇报 PPT，EXCEL看板：费用管控、预算执行、降本增效全链路.md	财务经理 2026 年 4 月月度汇报 PPT，EXCEL看板：费用管控、预算执行、降本增效全链路		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1cbfeefc302e	vault:processed/微信知识库/数据熊/04_经营分析/2025-10-14 经营分析的关键是做好“路径分析”，而不是“数据分析”.md	经营分析的关键是做好“路径分析”，而不是“数据分析”		K3+K4+K5+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1cdb0313f97b	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-11-04 顶级商业分析模型工具：框架、案例、应用···（附相关资料下载）.md	顶级商业分析模型工具：框架、案例、应用···（附相关资料下载）		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1ce0457c3b26	vault:processed/微信知识库/奔向自由的果/03_财务职场进阶/2026-04-26 财务人升不上去怎么办？三步破局：懂业务、提观点、建思维.md	财务人升不上去怎么办？三步破局：懂业务、提观点、建思维		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1cf092df8b84	vault:processed/微信知识库/奔向自由的果/03_财务职场进阶/2026-06-29 从流水账到价值证明：财务税务岗年中总结的正确打开方式.md	从流水账到价值证明：财务税务岗年中总结的正确打开方式		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1d310a64b36c	vault:processed/微信知识库/宸帆海财会咨询服务/04_汇算清缴/2025-02-17 别错过！3月底前个人所得税经营所得汇算清缴，这些要点必知.md	别错过！3月底前个人所得税经营所得汇算清缴，这些要点必知		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1d44fde054c6	vault:processed/微信知识库/木木自由/07_数据分析/2026-02-11 《数据分析方法手册》：定义、价值、思路、全流程实操指南、数据分析方法常用总结及案例···（附相关材料下载）.md	《数据分析方法手册》：定义、价值、思路、全流程实操指南、数据分析方法常用总结及案例···（附相关材料下载）		K4+K5+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1d85664fba76	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2025-01-09 这是我见过最好的「电商精细化运营方案」，建议收藏！.md	这是我见过最好的「电商精细化运营方案」，建议收藏！		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1d8f5dcf84dd	vault:processed/微信知识库/宸帆海财会咨询服务/09_税务/2025-08-03 2025电商税收新政策.md	2025电商税收新政策		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1dabef3b6a0a	vault:processed/微信知识库/木木自由/02_数据说/2022-11-27 《SQL必知必会》：SQL学习路径总结梳理.md	《SQL必知必会》：SQL学习路径总结梳理		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1de1baf89f23	vault:processed/微信知识库/木木自由/01_数据分析必备/2021-01-07 转型到数据分析师（我的一些心得体会）.md	转型到数据分析师（我的一些心得体会）		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1e1cfafd6347	vault:processed/微信知识库/宸帆海财会咨询服务/07_财务报表/2025-03-26 干货！财务、会计、税务常用公式汇总.md	干货！财务、会计、税务常用公式汇总		K3+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1e718773f79e	vault:processed/微信知识库/数据熊/04_经营分析/2026-03-10 详解美的集团经营分析体系.md	详解美的集团经营分析体系		K2+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1e897be43130	vault:processed/微信知识库/木木自由/02_数据说/2020-06-07 【数据说第十一期】如何分析“活跃数据”，优化业务增长策略？.md	【数据说第十一期】如何分析“活跃数据”，优化业务增长策略？		K2+K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1eba376c4082	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-03-05 零售行业数据分析指南：思路、方法与应用（196页 PPT）.md	零售行业数据分析指南：思路、方法与应用（196页 PPT）		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1eba9d4cbb67	vault:processed/微信知识库/数据熊/04_经营分析/2026-07-09 2026年上半年运营分析报告.pptx.md	2026年上半年运营分析报告.pptx		K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1ed98b5220d6	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2024-10-19 这是我见过最实用的用户流失分析，内含模板，直接套用！.md	这是我见过最实用的用户流失分析，内含模板，直接套用！		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1ee07d0fa219	vault:processed/微信知识库/数据熊/04_经营分析/2026-05-12 2026年4月销售分析报告.md	2026年4月销售分析报告		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1f4c188ef976	vault:processed/微信知识库/宸帆海财会咨询服务/10_财务/2025-09-30 25个财务分析常用指标（一）.md	25个财务分析常用指标（一）		K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1f564fd73646	vault:processed/微信知识库/数据熊/04_经营分析/2026-01-02 从0到1搭建经营分析体系.md	从0到1搭建经营分析体系		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1f60a771cb63	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-04-17 数据流动治理整体解决方案（45页PPT）.md	数据流动治理整体解决方案（45页PPT）		K4+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1f6f328cc297	vault:processed/微信知识库/宸帆海财会咨询服务/03_出口退税/2025-03-30 必藏！2025 外贸出口退税全方位指南.md	必藏！2025 外贸出口退税全方位指南		K4+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-1fbeab1e99e5	vault:processed/微信知识库/数据熊/01_财务分析/2025-09-04 真正有效的财务分析，必须穿透到业务（附PPT模板）.md	真正有效的财务分析，必须穿透到业务（附PPT模板）		K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-200c447b532c	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-01-15 商家运营之经营分析需要哪些指标？客流增长率、盈亏平衡点、客流增长率、销售增长率···.md	商家运营之经营分析需要哪些指标？客流增长率、盈亏平衡点、客流增长率、销售增长率···		K2+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-20479ced268a	vault:processed/微信知识库/数据熊/02_财务管理/2026-07-29 2026年7月库存分析报告.pptx.md	2026年7月库存分析报告.pptx			locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-205af8448398	vault:processed/微信知识库/数据熊/04_经营分析/2026-02-13 经营分析，不能只堆数据，不提动作.md	经营分析，不能只堆数据，不提动作		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-2064d8414a1b	vault:processed/微信知识库/奔向自由的果/01_报表模板与看板/2026-06-20 财务预算制度手册——财务预算编制与执行标准化手册.md	财务预算制度手册——财务预算编制与执行标准化手册		K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-20fab1e6da72	vault:processed/微信知识库/数据熊/04_经营分析/2026-02-09 从数据到动作：详解经营分析全流程.md	从数据到动作：详解经营分析全流程		K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-20fc2b62ada9	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-02-21 「日、周、月数据分析体系搭建指南」：企业运营的 “透视镜” 与 “指南针”、编写“有用”的数据分析报告···.md	「日、周、月数据分析体系搭建指南」：企业运营的 “透视镜” 与 “指南针”、编写“有用”的数据分析报告···		K2+K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-2113aa142841	vault:processed/微信知识库/木木自由/07_数据分析/2024-07-31 业务战略相关指南，掌握业务全貌：战略规划方法论、基于BLM的企业业务战略设计方法、业务战略架构图··（附案例+PPT+资料下载）.md	业务战略相关指南，掌握业务全貌：战略规划方法论、基于BLM的企业业务战略设计方法、业务战略架构图··（附案例+PPT+资料下载）		K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-21a1373132b6	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-11-26 商业分析之全面市场洞察与战略规划指南：市场调研工具和方法、分析模型···（附市场洞察五看方法论、市场研究相关资料下载）.md	商业分析之全面市场洞察与战略规划指南：市场调研工具和方法、分析模型···（附市场洞察五看方法论、市场研究相关资料下载）		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-220237a89049	vault:processed/微信知识库/数据熊/02_财务管理/2026-03-29 2026年1季度财务工作总结.md	2026年1季度财务工作总结		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-2218606e7e55	vault:processed/微信知识库/木木自由/01_数据分析必备/2022-01-02 《精益数据分析》：通过数据分析驱动用户增长.md	《精益数据分析》：通过数据分析驱动用户增长		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-2226a0387006	vault:processed/微信知识库/奔向自由的果/02_图解经营分析/财务分析的杜邦分析法+UE模型.md	财务分析的杜邦分析法+UE模型		K2+K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-2228cac706c6	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2024-12-20 年底复盘必看：电商经营分析怎么做.md	年底复盘必看：电商经营分析怎么做		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-226442328890	vault:processed/微信知识库/数据熊/04_经营分析/2025-05-13 经营分析案例：以价值链为基础.md	经营分析案例：以价值链为基础		K1+K3+K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-226cbf9f91b3	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-03-10 30个营销思维模型.md	30个营销思维模型		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-22ad8ca2bc13	vault:processed/微信知识库/木木自由/01_数据分析必备/2023-12-11 收藏 全面认识数据指标体系（附数据指标搭建资料下载）.md	收藏 | 全面认识数据指标体系（附数据指标搭建资料下载）		K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-22b178addcbf	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2024-01-23 仪表板怎么做都不好看？看完这篇「仪表板美化指南」你就能领悟！.md	仪表板怎么做都不好看？看完这篇「仪表板美化指南」你就能领悟！		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-235d3bc5b54a	vault:processed/微信知识库/数据熊/02_财务管理/2026-01-30 财务总监2025年工作总结及2026年工作计划（第二版）.md	财务总监2025年工作总结及2026年工作计划（第二版）		K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-238feacfbcde	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2024-12-27 对账工具 Excel 和 BI 该选哪个？如何实现智能化对账？.md	对账工具 Excel 和 BI 该选哪个？如何实现智能化对账？		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
